rgiid	v0	a0	flag	tauv	tv_err	dv	dv_err	tauA	ta_err	da	da_err
14.11566	0.369276	4.45	0	36.361903833949526	0.04954704010671641	0.0465542795098237	9.067026469793698e-6	34.89624686106474	0.09360009927688155	0.46939497462911867	0.00017585957020233473
14.11567	1.152117	11.52	0	44.138840620533124	0.034139991421629316	0.08470574179141044	0.000010455505759623002	43.12525076057183	0.045082162962254674	0.697059618266731	0.00011474337567470632
14.11571	0.289053	3.75	0	54.69792158577968	0.10117049226670884	0.03556183997690624	0.000011904528420522455	56.5566199129011	0.08111269260713329	0.3668947497015935	0.00009716288735190435
14.11573	4.565746	22.52	0	72.03166771985467	0.035768882150798036	0.2155148370727666	0.000022948306429215892	70.12032124886919	0.08668688494502855	0.861381527418609	0.00022448854287723902
14.11577	0.476471	5.96	0	45.72760076545342	0.036094153132919415	0.04343922753616863	5.584783139800972e-6	45.027499959779355	0.059932971420148126	0.4420677393977369	0.00009498693543458225
14.11578	0.30839	3.15	0	40.73051386983511	0.03797007083466412	0.029995830799988063	4.261620740471335e-6	39.78601737861204	0.06139755991243611	0.2550003407103225	0.00005917776098306446
14.11584	0.563758	5.3	0	58.86396219826802	0.12899181770722812	0.07966397157026822	0.00003302374707136165	56.77531808841141	0.1855255107371011	0.6260448693217449	0.00037862788262049604
14.11591	0.775171	6.15	0	65.09027741649481	0.11514203288892735	0.0849784146783986	0.000030246533949563747	67.81156843805915	0.12585641260317693	0.5293390408967963	0.00020279015630206892
14.11593	0.721647	6.36	0	55.17387229921452	0.08242520067260163	0.10596189037178357	0.000028798743277436216	57.040868341980286	0.058972142576609585	0.7349873454833269	0.0001410344961083577
14.11611	0.962598	7.75	0	71.07170792217244	0.08332619610377108	0.13535046656751235	0.00003373937615361062	71.69538370521157	0.09826073236245354	0.8727622214696338	0.0002557317937576792
14.11615	0.305845	3.76	0	61.94391240404532	0.08742294221995373	0.04938325033100238	0.000013601179631886128	62.58910749174144	0.09288258288495783	0.4888145509257767	0.00014246714759421486
14.11617	1.00462	10.1	0	66.7543598438157	0.05800417802048323	0.12670232289524547	0.00002250284957057666	66.85822262144255	0.07637534887288813	1.0214742451091996	0.00023873752253914007
14.12198	0.565289	5.16	0	50.55990986891462	0.03366186407755372	0.056966473473060025	6.551078083876712e-6	51.05710335155679	0.05648673345638308	0.41644671896373103	0.00008004210668354481
14.12323	0.572995	5.12	0	64.5240664917203	0.05601358498950001	0.052833650843884646	9.178654046752227e-6	65.83893263740019	0.06291281135657784	0.37642394249667854	0.00007289021298943638
14.12331	0.615686	5.81	0	42.68673750568383	0.03901476962595993	0.054047595034539424	7.733026782327053e-6	44.42030164266104	0.08292976506906691	0.39728717430963617	0.00011879963844820026
14.12349	0.205949	2.58	0	81.9593975546201	0.0960549180217365	0.058933298111905084	0.000016099922140458258	85.07686993158659	0.07344809311086654	0.5944056905194411	0.0001226034708909219
14.12355	0.993458	7.19	0	80.06169579341791	0.1260224903469727	0.1166768219215394	0.000042158295163662905	81.87615000072408	0.11740708036016381	0.6652703960724665	0.0002222220743260631
14.12357	0.363779	4.29	0	32.829609096788154	0.03612112684686371	0.03276301050718458	4.866902710801466e-6	32.86084771219643	0.029273379228912884	0.3128477436111032	0.00003764692712708688
14.12361	0.803508	7.65	0	39.88587160295168	0.03474961069306095	0.05568650099864253	7.306277764844752e-6	38.31517166455352	0.06390702321893788	0.44217563442913105	0.00010856839202028737
14.12365	0.815019	9.27	0	30.280919265834367	0.03678589510240989	0.05748595878189079	9.017020092218664e-6	31.599775927007858	0.06902307050513089	0.5066023122828065	0.00014627564172913624
14.12409	0.372877	3.98	0	50.227967320898145	0.05025404402700087	0.05427731189630653	9.343726421513676e-6	50.604276700957506	0.07052602022568381	0.4659382960848112	0.00011222165860000915
