rgiid v0 a03 flag tauv5 tv_err dv7 dv_err tauA9 ta_err dA11 da_err id13 tau e15 beta c17 id bt19  
15.04474 1.252632 10.77 0 80.77827067252369 0.15845390440090695 0.2121690285400857 0.0000631070662919406 105.37002958679531 0.9858841750117678 0.7606411230758515 0.001259215075582059 15.04474 1799.990000 4900.875232 0.007 0.0000104 15.04474 -4.732739  
15.04480 0.390193 4.67 0 56.17867280257533 0.14302127607215165 0.05247530689784871 0.0000165490971231669 72.43812825458451 0.4842742404861654 0.29219065233645025 0.0002785117393309847 15.04480 1799.990000 4523.177887 0.010 0.0000078 15.04480 -4.541499  
15.04492 0.511847 5.3 0 49.17789697587116 0.1512604184285039 0.09933849741665897 0.00003521153844871787 79.86017875398478 0.7368790330526753 0.5230843724414609 0.0007271147687746442 15.04492 999.990000 5728.117413 0.009 0.0000061 15.04492 -4.889491  
15.04497 0.621721 6.68 0 74.8251625511954 0.15702457549837182 0.13120653663214996 0.00003998003846174674 105.34394937436484 0.7719652684237068 0.7036378549224587 0.0009121890288522282 15.04497 1399.990000 4725.119461 0.007 0.0000087 15.04497 -4.404518  
15.04510 0.312691 3.77 0 65.55330866449619 0.28721509831176534 0.09217735297315963 0.00005446290651611862 106.40912605734447 1.3514877868145154 0.5671947803424199 0.0012820642385554706 15.04510 1199.990000 5091.183829 0.005 0.0000122 15.04510 -2.461391  
15.04541 6.197899 38.72 0 70.22251113490034 0.07480299231081051 0.562554664807468 0.0000839665621314139 98.82620722931186 0.6556402453319199 2.015690708657576 0.002278190442198407 15.04541 1799.990000 4667.942364 0.010 0.0000078 15.04541 -9.282129  
15.04568 0.697507 6.58 0 40.74206830763332 0.3342748314490778 0.054885228909908865 0.00004691553288488266 68.42505221546052 1.1922073139866258 0.21222983291559852 0.0005106904306606993 15.04568 1599.990000 4772.538099 0.008 0.0000113 15.04568 -5.031848  
15.04569 0.8306 8.11 0 107.35638976869019 0.3352423735229429 0.16196810893966238 0.00009048915253129544 105.29557238885161 0.6637947084812623 0.6967492005033495 0.000776835730482852 15.04569 2399.990000 5840.098318 0.008 0.0000087 15.04569 -3.807528  
15.04582 0.252302 4.35 0 17.00372163983262 0.036698958911489235 0.016853685386934613 2.4030800127131723e-6 30.717899552972536 0.26469560440979284 0.22048612974095697 0.0001705137427664572 15.04582 999.990000 5606.804224 0.009 0.0000113 15.04582 -6.894423  
15.04583 0.409337 4.86 0 52.41431553186408 0.23740596463925995 0.08198667055678213 0.000044297451995972375 78.01733130304724 0.5969257216812901 0.3918403809314414 0.0004457105113003383 15.04583 1199.990000 5676.346331 0.010 0.0000061 15.04583 -4.855808  
15.04588 0.257721 2.89 0 53.00374758967364 0.34843495703791894 0.04388955365407292 0.00003462637360730683 92.94434299246447 1.2629599234958444 0.3143519564191797 0.000702090227739434 15.04588 1599.990000 5477.722883 0.005 0.0000061 15.04588 -2.409397  
15.04600 3.127541 16.56 0 193.3347135909393 0.8871137258726354 0.5972726824805487 0.0007134528490890052 270.56117903967555 3.253709472476568 1.3672397717305336 0.005427625674529067 15.04600 4399.990000 5203.324519 0.005 0.0000069 15.04600 -3.884842  
15.04601 0.228016 2.89 0 129.4384493994674 0.208305960984713 0.08246810679299608 0.000026601070203738464 162.7165861299265 1.4078728295697567 0.520700929392896 0.00104476893573158 15.04601 1799.990000 5723.448930 0.005 0.0000130 15.04601 -1.992273  
15.04603 0.559421 6.03 0 71.09822623675308 0.29160174331948907 0.12355945467555146 0.00007150177019728725 88.34441195018964 0.9202027356065837 0.66801730794777 0.0011105695487412808 15.04603 1999.990000 5035.287870 0.010 0.0000130 15.04603 -3.582171  
15.04607 0.354976 4.77 0 70.7605711783322 0.7327742177910839 0.07321842350172074 0.0001066969056334591 93.29605562873863 1.1334179747076367 0.336669384748533 0.0006737424955635852 15.04607 1999.990000 5084.244871 0.006 0.0000069 15.04607 -3.858121  
15.04609 0.635373 5.7 0 94.79465984718276 0.34053619309954763 0.10080887504241638 0.000060210241575425985 129.7938195433104 1.0595435335447185 0.3415499721754078 0.0005597986934421347 15.04609 999.990000 4810.959465 0.006 0.0000052 15.04609 -4.162002  
15.04611 0.874782 10.04 0 85.41356984722267 0.3323318798480439 0.3070925291167598 0.00018704399089848763 139.9372595407065 1.6452574517099858 1.8601444725421603 0.004602620194989267 15.04611 1799.990000 5861.131360 0.006 0.0000122 15.04611 -3.4416  
15.04627 0.484733 6.58 0 36.76207977471125 0.28523100303909316 0.07540011702926508 0.00005771259926907331 59.88295691797325 0.720508073954471 0.4727302427735371 0.0007296714561843371 15.04627 1599.990000 5966.819031 0.007 0.0000130 15.04627 -5.072855  
15.04631 1.527302 13.45 0 95.48646861363655 0.11047172537634174 0.3557895483334583 0.00006872845031682449 130.06204599194078 0.8945029049641054 1.1038814400850419 0.001526239000127436 15.04631 1599.990000 5734.399379 0.010 0.0000113 15.04631 -6.723933  
15.04632 0.217511 3.02 0 57.95092973359841 0.22290453022373968 0.052812608286906614 0.000025595425769963978 91.87790703122988 1.0993183061112797 0.4122384884729983 0.0008053075367099911 15.04632 1599.990000 6084.363787 0.006 0.0000078 15.04632 -2.667207  
15.04639 0.307611 3.06 0 156.5507555062605 0.39878633307594763 0.19019423241393554 0.00010955521324417247 231.9820720875056 1.963864984196171 1.1124059489108544 0.0027844733592079273 15.04639 1799.990000 5774.093190 0.007 0.0000061 15.04639 -2.448982  
15.04653 1.820673 13.5 0 126.55314576456622 0.5741609790586036 0.5633249931651675 0.0005051759501701518 183.4147780884807 1.9765595267650886 2.2793156645704715 0.006169168860044644 15.04653 1999.990000 5693.248498 0.006 0.0000087 15.04653 -3.798479  
15.04659 0.265811 3.4 0 35.69146479141413 0.057037964124393596 0.041094057747490254 6.378136689995103e-6 54.24478112219248 0.42492156704629885 0.35552041751813573 0.00033846330080026046 15.04659 999.990000 6036.620989 0.009 0.0000130 15.04659 -4.516615  
15.04662 0.584875 5.33 0 77.2306644923637 0.2277160369799121 0.10435343025355096 0.00004548144441509061 110.16162902284988 0.9761026847103588 0.42570720345687907 0.000685336965929011 15.04662 1599.990000 5887.667196 0.006 0.0000095 15.04662 -3.733179  
15.04674 0.415339 4.42 0 50.346971291359026 0.10538919701130696 0.07600911987903082 0.00001857008742664135 69.08364459042087 0.5516058157366314 0.4837788196738775 0.0005363329229386521 15.04674 1599.990000 6022.062902 0.010 0.0000113 15.04674 -5.147556  
15.04675 0.388839 4.82 0 31.844394629828496 0.13590576488595696 0.05417481138555307 0.000021146140899092907 52.29553890109311 0.6695730910146327 0.31708262221776673 0.0004836875765420875 15.04675 999.990000 6008.490324 0.010 0.0000104 15.04675 -5.772986  
15.04676 5.941533 32.54 0 237.36563590852762 0.7272303199723521 1.8094202352202162 0.0016661118958275858 248.3490330372752 1.105469712394687 4.521694246537804 0.00624782261163024 15.04676 2399.990000 6037.669122 0.008 0.0000052 15.04676 -5.944239  
15.04679 1.011726 9.7 0 60.49556895503665 0.15950426424936426 0.20300279941414615 0.0000690492146603428 83.45812574892858 0.7004376725448473 0.9091656632202326 0.0011787305162767993 15.04679 1999.990000 5962.579016 0.009 0.0000069 15.04679 -5.639246  
15.04685 0.399759 4.17 0 61.66316602256882 0.1592068438717957 0.09002118894034739 0.000030301119054626475 85.92911329563769 0.825768265458495 0.6453005685914257 0.0009741117445144752 15.04685 999.990000 5788.789000 0.009 0.0000087 15.04685 -3.435062  
15.04686 0.335109 3.32 0 102.64723179286995 0.21748347447146701 0.09567518053893892 0.00003531460650359946 139.32922822370236 1.2096166860203055 0.49450630801965917 0.0009010359540093009 15.04686 2599.990000 5878.674226 0.007 0.0000052 15.04686 -3.290432  
15.04691 0.30208 4.27 0 67.69772504787848 0.18059574202931986 0.11389125698178446 0.00004171132095777411 100.5976118647172 0.7442053052631831 0.973727503452264 0.0012400846543570234 15.04691 2199.990000 5849.388287 0.008 0.0000130 15.04691 -2.330182  
15.04692 0.369912 4.17 0 133.77741313254484 0.23864349626824638 0.20723679681988522 0.00007563389821710733 223.32697549460758 1.2644707473884436 1.3096449141499316 0.002134265452877326 15.04692 1599.990000 5948.337101 0.008 0.0000095 15.04692 -2.916406  
15.04693 0.575391 5.94 0 136.08649175834833 0.23560818249176552 0.19177029776462667 0.0000686578716105212 183.343073067364 1.667494349773855 0.9093511135471548 0.0020766494833629142 15.04693 1999.990000 5818.233071 0.005 0.0000104 15.04693 -2.642794  
15.04714 2.509609 18.44 0 133.52473524274396 0.46224358557434075 0.4366969358291057 0.0003089295668899412 197.36583946932663 2.032969113132003 1.13926350106347 0.0030985798687222376 15.04714 4399.990000 5267.510814 0.005 0.0000130 15.04714 -3.894233  
15.04715 0.551923 5.12 0 25.768426465661115 0.16158433984817372 0.024196579713675906 0.000012423731889410154 45.62089118938379 0.5846149490084872 0.18108283326525734 0.0002568292366467675 15.04715 1799.990000 5933.354939 0.006 0.0000061 15.04715 -5.417425  
15.04717 2.877864 16.74 0 114.34837096720388 0.16095480449976243 0.373898113483932 0.00009778954759138009 148.5064610225631 0.8083168602721132 0.7992796705721457 0.0009508416175864666 15.04717 1199.990000 4530.604677 0.009 0.0000043 15.04717 -7.868389  
15.04719 1.538729 9.74 0 187.2021290183547 1.336584203893844 0.7000782321734779 0.001272914008452916 270.572537071591 3.725789821322726 2.36499013903749 0.010750508277013399 15.04719 1799.990000 5562.638849 0.010 0.0000061 15.04719 -6.868047  
15.04720 0.661156 6.15 0 37.024551926472284 0.04505659974152876 0.056900631686477625 6.856825027038084e-6 50.11207476443778 0.32894547015300607 0.30118647804206244 0.00023016761755092712 15.04720 599.990000 5856.691964 0.009 0.0000087 15.04720 -8.489363  
15.04724 0.151831 2.43 0 33.47101237254204 0.15652386133493842 0.02785678002855958 0.000012230572524434677 60.771630582919705 0.5974851270864104 0.301637336625731 0.0003835366961345491 15.04724 1399.990000 6067.411034 0.007 0.0000061 15.04724 -3.381017  
15.04732 0.426393 4.43 0 51.56143602574876 0.09483917410822092 0.05854668341017421 0.000012731950118678436 72.39817296249261 0.6801077146671249 0.35225061856241874 0.00047165069964637973 15.04732 1599.990000 5832.364903 0.009 0.0000069 15.04732 -4.532852  
15.04750 0.280025 3.14 0 97.26858680619445 0.3510418371234369 0.13386176955675624 0.0000815400372738874 131.82052520615014 1.4291931834700424 1.0446258366440615 0.002295946384994251 15.04750 3599.990000 5640.690466 0.008 0.0000052 15.04750 -2.26664  
15.04757 1.114444 9.72 0 88.05071773969215 0.37556633381471044 0.2215501234571635 0.00015053794408457445 150.65788860271422 1.6005005788888051 1.1580475312201524 0.002713769195565795 15.04757 1599.990000 5782.682476 0.005 0.0000078 15.04757 -3.212128  
15.04760 0.392954 3.77 0 92.56616275575496 0.2893113346410641 0.07903962327653924 0.00004050789994440158 177.44970535439356 0.7696233097735672 0.5730944795847132 0.0006105232233243119 15.04760 1799.990000 5673.688657 0.005 0.0000061 15.04760 -3.261344  
15.04763 1.202367 11.21 0 29.45714927736023 0.09736255773832947 0.06823343263827082 0.000019801162500691626 48.64183273789278 0.5076121391695055 0.26148865303882385 0.00031262121151521595 15.04763 1199.990000 5066.864865 0.010 0.0000052 15.04763 -9.470472  
15.04764 0.358207 3.95 0 71.11440259410871 0.29067802373815094 0.10784339937860839 0.00006220323392607139 104.00332094458624 0.9040932192572776 0.6723299180734658 0.00102611727569479 15.04764 2199.990000 5366.656052 0.009 0.0000087 15.04764 -3.305873  
15.04766 1.360728 11.66 0 130.6354006675302 0.31450990483048186 0.3184887971060017 0.00015456897193672105 158.5353436596055 0.7812861234773799 1.171330382641572 0.0013160509617666123 15.04766 2399.990000 5480.294582 0.006 0.0000113 15.04766 -4.414352  
15.04768 1.626337 18.54 0 27.352115832055436 0.16956114580799417 0.10738311444777895 0.00005622729329589851 59.14998894726535 0.47849058162381686 0.5914596435397478 0.0006096570838722328 15.04768 1999.990000 5765.982873 0.007 0.0000087 15.04768 -7.992004  
15.04775 0.308812 4.31 0 21.188242266865807 0.06106419283423387 0.02155776070893615 4.596617937302225e-6 41.825923431637555 0.37203867944149355 0.21917181359369714 0.0002059707729090876 15.04775 1999.990000 5548.406530 0.009 0.0000043 15.04775 -5.360059  
15.04776 0.227227 4.64 0 33.39834898841711 0.14133027562972988 0.039490855891571044 0.0000156716262509166 59.964331994812255 0.6745751810536718 0.5427344604499917 0.0007838394774964641 15.04776 3199.990000 5332.814810 0.005 0.0000130 15.04776 -2.509044  
15.04778 0.359793 5.18 0 49.13566579303694 0.2914566716874973 0.04908562113270335 0.00003353838174820945 77.33687114703649 0.5636878625885424 0.29101232518456427 0.00031377960061517227 15.04778 4599.990000 5488.166825 0.005 0.0000052 15.04778 -3.380271  
15.04780 0.416284 6.12 0 48.54470527909236 0.2589236178300212 0.07750047427819268 0.00004730526827610359 70.56173263701035 0.7577620988793101 0.4442039510444971 0.0006702165217608353 15.04780 2199.990000 5540.539869 0.008 0.0000113 15.04780 -3.773826  
15.04785 3.012427 24.92 0 128.208218928484 0.20256013836231532 0.36926994970944793 0.00011624902280541644 159.10926706107645 1.1695870767976209 0.7364236636346824 0.0012370780086785114 15.04785 2199.990000 4911.637866 0.006 0.0000052 15.04785 -6.121368  
15.04786 0.374396 4.77 0 32.26412132533872 0.2911710261517138 0.038604066558550226 0.000032083173523136856 50.41814194161294 0.8880986652371987 0.2217438872364252 0.00045622950696257473 15.04786 999.990000 5083.962276 0.007 0.0000052 15.04786 -5.264949  
15.04789 1.698523 20.91 0 51.24265196495472 0.15042605332581577 0.1262744584720932 0.00004367949171446998 66.47422104285526 0.6505877292993858 0.37233387303304605 0.0004952352182789522 15.04789 999.990000 5222.143345 0.006 0.0000122 15.04789 -7.004777  
15.04792 0.170593 2.78 0 37.38507101788561 0.09700081975902664 0.031080080717023416 8.026483998120537e-6 72.91477145330389 0.7603949897826993 0.38139487614493556 0.0005691806307978359 15.04792 1999.990000 5132.990087 0.007 0.0000043 15.04792 -3.320593  
15.04793 0.708832 10.59 0 28.024280034165884 0.06359703032017658 0.06945483634231128 0.000013482826509466113 50.157919274245415 0.31846105401237407 0.5422132161246305 0.00040098567763861435 15.04793 799.990000 6184.991211 0.008 0.0000052 15.04793 -7.241722  
15.04803 0.173269 2.74 0 93.47728370755561 0.13432183633014408 0.07617744950751562 0.0000180518006062941 138.32412977992473 0.7878459391782145 0.7293438661145742 0.0008678793222541134 15.04803 2399.990000 5280.836370 0.007 0.0000122 15.04803 -2.747998  
15.04808 0.280903 3.09 0 96.73983695791266 0.3220446098475081 0.03983498507389094 0.00002231095834389715 134.0419141259465 0.8150474236259596 0.15193872831199634 0.00018924716665471352 15.04808 4199.990000 4777.776109 0.007 0.0000061 15.04808 -4.302215  
15.04813 2.434352 18.47 0 26.91751403515397 0.19131201575344578 0.11732747822459438 0.00006984851364312646 41.93269731600752 0.6087346695072852 0.3420051388487554 0.0005252631947554014 15.04813 2199.990000 5475.221320 0.010 0.0000104 15.04813 -10.628145  
15.04830 2.765033 23.66 0 48.364245232802325 0.09979950464244138 0.15912513752815463 0.00003750126924091897 65.16433996329604 0.5146398423405565 0.44243508399181286 0.00046964969417727045 15.04830 999.990000 5301.299746 0.008 0.0000052 15.04830 -8.292102  
15.04831 0.358607 4.43 0 55.92342679780141 0.2429594948872201 0.09628376989260862 0.00005168965823847159 88.47837966366801 1.0950543841701479 0.6769994494457214 0.0013385044456822991 15.04831 1399.990000 5256.087014 0.008 0.0000113 15.04831 -3.0113  
15.04833 3.1221 30.85 0 46.4370960526459 0.12806955521688082 0.23869035368527894 0.00007355515486258166 73.03438164959691 0.6700277782596266 0.9687936387033544 0.0012730572997177048 15.04833 1999.990000 5901.452675 0.005 0.0000104 15.04833 -7.460433  
15.04834 0.352753 5.52 0 26.868653312175642 0.06478109450805158 0.043675479467398644 8.812093146331546e-6 47.90623979175552 0.43085629349480964 0.5215876401170836 0.000533020372743735 15.04834 799.990000 5380.608529 0.009 0.0000078 15.04834 -4.73939  
15.04835 1.601841 17.91 0 15.728925258072687 0.05639316287552006 0.04463901154014523 0.000010159144472323828 27.454667935277634 0.4025013242445085 0.2910829475740132 0.0003611529249861259 15.04835 599.990000 6395.540603 0.007 0.0000069 15.04835 -9.663244  
15.04843 0.342942 3.23 0 159.76209343911907 0.34005517576592714 0.17088292468503077 0.00008334256894744947 243.29955791075213 2.346179267995607 1.0686557074922636 0.003152243892650303 15.04843 2399.990000 5934.520443 0.005 0.0000052 15.04843 -1.983029  
15.04847 0.865771 7.9 0 131.92291301530798 0.1786047674136663 0.275327952726824 0.0000756007442351768 181.60959884846267 1.1904551580554785 1.8764134357223106 0.0030686476684503197 15.04847 2199.990000 5883.209127 0.005 0.0000122 15.04847 -2.409833  
15.04851 0.193557 2.82 0 46.717196137261666 0.10056571216411282 0.03997533267482649 9.646430665809459e-6 68.69387851026794 0.6967925860780575 0.30236712272537875 0.00042450596508560273 15.04851 999.990000 5692.843714 0.009 0.0000052 15.04851 -3.223717  
15.04854 0.275255 3.56 0 38.26779689656045 0.2141463921899276 0.04230071211200597 0.000023854130836542757 60.02430888868678 0.9798784695965818 0.20187843755122226 0.000423326954011568 15.04854 999.990000 5743.117881 0.009 0.0000043 15.04854 -5.295334  
15.04855 0.332713 5.12 0 22.616436849588585 0.07699953582975526 0.019527971710692586 5.087565546828582e-6 40.118354938305515 0.36135123144889775 0.14040892542204023 0.00013068186991699413 15.04855 1199.990000 5651.466214 0.008 0.0000104 15.04855 -6.532076  
15.04857 0.743515 8.48 0 58.720420051681124 0.40809992145662904 0.10430163070286372 0.00009199705134848198 70.62614523906657 0.4662682437964846 0.423145331933686 0.00039269065820422334 15.04857 2599.990000 5950.231951 0.010 0.0000078 15.04857 -8.237031  
15.04858 1.590384 12.13 0 114.07043385679614 0.558736614643762 0.4990532624172444 0.00045353274394261604 157.2730164748734 1.7250642534029978 1.717711637993744 0.004273177188758014 15.04858 2999.990000 5566.193864 0.009 0.0000069 15.04858 -5.266341  
15.04860 1.362055 14.06 0 68.68194215906018 0.23906634940720417 0.2691319116598813 0.0001296470840073531 96.38811648256066 0.9036208644022464 0.977242913167527 0.0015380953673370913 15.04860 1199.990000 5603.954412 0.008 0.0000087 15.04860 -5.088589  
15.04863 0.44446 5.02 0 45.0911561339427 0.10936270418311372 0.04627295501049208 0.00001234368113574879 61.92689701533474 0.4892044994012103 0.3110343340068723 0.0003210842077923254 15.04863 799.990000 5906.751959 0.007 0.0000078 15.04863 -3.960528  
15.04865 0.374405 4.93 0 76.96455508751048 0.19794122786222781 0.07806327017284985 0.00002961886031018668 104.14069800405133 0.6458450244947209 0.5929632898268054 0.0006461358473037644 15.04865 1399.990000 6302.270411 0.005 0.0000052 15.04865 -3.347336  
15.04866 0.614238 7.88 0 24.194134574215667 0.15849602127953014 0.02679368584806129 0.000013909307918395056 37.35773640137724 0.5331385001232063 0.16082991883761413 0.00022836212801810026 15.04866 999.990000 5912.365046 0.006 0.0000078 15.04866 -6.725637  
15.04867 0.746044 7.17 0 46.30858116679535 0.1439335361971095 0.06222819703965567 0.000021579348760276577 74.34823358316137 0.7584452331923508 0.281198493455239 0.00041502171618894664 15.04867 799.990000 5056.595245 0.005 0.0000104 15.04867 -4.634891  
15.04870 0.419805 5.13 0 68.28323173885077 0.7336559775212083 0.15279772046591825 0.00022646853838781546 109.46882772626046 1.3227773324226009 1.0703734370608524 0.0023410991162019193 15.04870 1199.990000 5432.130076 0.009 0.0000087 15.04870 -4.156781  
15.04929 0.786748 9.41 0 96.28013957987184 0.3194561471253205 0.5375115559029868 0.0002992235812264681 154.21193728092175 1.014316023150534 5.351857988587229 0.007882671132314069 15.04929 3399.990000 5922.875589 0.010 0.0000061 15.04929 -2.289691  
15.04979 0.26752 3.04 0 236.67649440978857 0.42787291772299085 0.20623224662147024 0.00011182202130129593 373.2861184831016 2.3843742962952788 1.9518993902776685 0.005168267465257181 15.04979 2399.990000 5945.979870 0.005 0.0000104 15.04979 -1.234867  
15.04998 0.516692 7.8 0 55.92656356483984 0.11190458491765276 0.18201564726160896 0.00004500515272414709 97.74740619663342 0.62987571687118 2.2849553066498673 0.0024923234650243474 15.04998 2599.990000 5831.262991 0.009 0.0000130 15.04998 -2.380892  
15.05012 0.294375 3.21 0 138.2319754776514 0.744417274778957 0.2613328535615954 0.00029390258473886564 210.97751862845195 2.3360370459556004 2.246093108083058 0.006877715110965494 15.05012 3599.990000 5743.306288 0.010 0.0000104 15.05012 -2.588694  
15.05038 0.298985 3.58 0 85.09751965727098 0.23270765550166714 0.07362738052049023 0.00003145135935877606 116.79503177980258 1.2134299134165114 0.4205855659538048 0.0008223735473093251 15.05038 1799.990000 5034.999241 0.006 0.0000087 15.05038 -3.258573  
15.05070 0.296552 3.47 0 111.95907245328355 0.3235235125900731 0.1805629180792044 0.00009572363295096549 184.29329396213032 1.1049152175844261 1.3039070595296398 0.0019697785675547334 15.05070 1799.990000 5895.374159 0.009 0.0000122 15.05070 -2.633154  
15.05103 0.542516 6.36 0 54.91218677530987 0.27038240819306375 0.11890382734703756 0.00007162985002041986 80.89067629226957 1.0239100011361468 0.5764996860617548 0.0011073722759792673 15.05103 1199.990000 5457.466468 0.008 0.0000078 15.05103 -4.034903  
15.05116 0.539278 6.84 0 130.6869250039979 0.7210149981018974 0.2009620153217899 0.00022355645369922066 151.54512931263656 1.1839007830934583 0.7555101721683584 0.0013068846560223097 15.05116 3999.990000 5817.760048 0.007 0.0000087 15.05116 -3.159377  
15.05129 0.315886 4.25 0 29.836891599260692 0.14115400226255406 0.015948280710684166 6.668937481842746e-6 48.40653657179441 0.6528844503069409 0.09864945593680242 0.00015203195211824856 15.05129 1199.990000 4732.638571 0.010 0.0000095 15.05129 -6.861068  
15.05142 4.458634 5.32 -1 1695.6711031241523 11.065121812945439 -0.04762565915194126 0.0002497161934241807 109.14746872499143 3.6836592107581057 -0.010243431588263175 0.00006246489011486798 15.05142 599.990000 7283.672059 0.008 0.0000095 15.05142 -5.342462  
15.05181 1.030593 7.52 0 61.0784875786475 0.20773246810173807 0.14642882418760694 0.00006458654496635546 122.17117398358735 0.8778061578314951 1.064233172034575 0.0014790759779131 15.05181 4399.990000 5223.183434 0.005 0.0000104 15.05181 -1.90516  
15.05188 1.088809 8.81 0 62.80292944597699 0.30425299572018993 0.2238920870747281 0.00014284283149741404 107.99909459179975 1.2453686088907021 1.0752869447151625 0.0022263002660058485 15.05188 1799.990000 5606.853829 0.008 0.0000061 15.05188 -4.943421  
15.05193 0.351269 3.67 0 89.28387779440507 0.34547875064111766 0.10606431332984675 0.00006590545042547495 124.98617805222091 1.217633473577626 0.7314873344400169 0.0013978249450803022 15.05193 2199.990000 5479.121122 0.007 0.0000069 15.05193 -2.279424  
15.05194 2.107939 11.02 0 280.8722274246778 0.38139083065477664 1.133533181774367 0.0005219480216374863 390.92966830555 2.4630387707261567 3.736346722996515 0.01006875679639835 15.05194 3799.990000 5134.988269 0.009 0.0000052 15.05194 -4.297953  
15.05196 0.78646 7.29 0 123.48586702612081 0.21343376012052132 0.2979222511651327 0.00010025817308250463 169.91124363155805 1.335951248183336 1.5117943491418957 0.002836330298776359 15.05196 3599.990000 5298.309693 0.007 0.0000095 15.05196 -2.911172  
15.05211 0.461789 6.16 0 91.09282202014509 0.2719534609182272 0.1306372074091984 0.00006336044787971976 108.49340125400171 0.8583156775462794 0.7100305486102585 0.0010113138733522564 15.05211 1799.990000 5297.964548 0.006 0.0000104 15.05211 -2.605111  
15.05224 0.355149 3.89 0 129.77801779745306 0.7408118695361079 0.2081441286055033 0.00023853439224888985 205.69161303032865 2.6201877481252964 1.3076880055719708 0.004525995657711979 15.05224 2199.990000 5448.970154 0.007 0.0000122 15.05224 -2.267524  
15.05226 0.350349 2.97 0 162.52226719372854 0.5383672700530838 0.29266577586032405 0.00022464546431834862 233.39438216294988 2.1870783433490346 1.7654241961606292 0.004912682241021496 15.05226 2999.990000 5460.545147 0.010 0.0000104 15.05226 -3.07981  
15.05296 0.432967 4.25 0 68.8714290784418 0.46993404907954145 0.05891456450006311 0.00005571976620498562 117.71353112843647 1.6080338790554196 0.2752561210301588 0.0007110389357600872 15.05296 1999.990000 5272.167918 0.005 0.0000078 15.05296 -2.985953  
15.05299 0.210206 2.89 0 45.78088914408275 0.3129466383554971 0.04984275234922325 0.00003778029300577121 70.05627128720882 1.0438329582475778 0.3032969603848985 0.0006323766927431844 15.05299 2599.990000 5175.616833 0.009 0.0000061 15.05299 -3.469579  
15.05313 0.464708 6. 0 74.37983852507091 0.07459827467003752 0.1215162633762055 0.000017636650172140486 103.67068776657871 0.5433628261023624 0.766381152184674 0.0007038877787205787 15.05313 1399.990000 5068.663876 0.008 0.0000095 15.05313 -4.153203  
15.05345 0.249472 3.42 0 70.63073802819781 0.08836003830393287 0.05804559087166607 0.000010207934232085216 145.95635669230253 0.9947531421690919 0.6256166424032465 0.0009216472207071108 15.05345 2799.990000 5432.405640 0.005 0.0000095 15.05345 -2.547788  
15.05353 0.459362 3.66 0 127.65447609680787 0.23230963611581357 0.1897284796740433 0.00006861342020932356 178.5960022632404 1.4023636751986341 0.7958731656793135 0.0015416415091429956 15.05353 1999.990000 5196.145514 0.009 0.0000043 15.05353 -3.687271  
15.05402 0.463311 5.51 0 53.152362683494545 0.13400492210598314 0.11791720980726061 0.0000357327710172117 83.72447830634286 0.5727351412211644 0.7508491295336055 0.0007949061307362616 15.05402 1199.990000 5478.574265 0.010 0.0000130 15.05402 -5.175572  
15.05424 0.352199 3.61 0 136.21132849748392 0.6025470503084672 0.2694587466876475 0.0002466342499326121 213.1407797962737 2.164327172147682 1.9866718905139755 0.005618932460635775 15.05424 1399.990000 5570.321512 0.010 0.0000087 15.05424 -4.377444  
15.05444 0.534017 5.63 0 67.03828623761899 0.20052995006062624 0.14974749465034715 0.00006116195770323157 107.47451793090663 0.8708923285846469 1.170597483815261 0.0016981935211534001 15.05444 1799.990000 5552.039681 0.007 0.0000130 15.05444 -3.747814  
15.05462 0.258979 3.36 0 31.60640428299978 0.20292212974058627 0.03816206853270633 0.00002232053868515529 55.33679381692292 0.7903590837329955 0.23131670523064854 0.00040590971716136776 15.05462 1399.990000 5609.146389 0.009 0.0000087 15.05462 -4.733202  
15.05471 0.276553 3.47 0 63.04791400837891 0.14282573863125003 0.05073235179091876 0.000015167676884201683 97.97969710238922 0.6924863732956303 0.4017170654765585 0.0004812564890157168 15.05471 2199.990000 5683.580358 0.005 0.0000052 15.05471 -3.687632  
15.05473 0.191666 3.34 0 22.479167612219726 0.04169654607143706 0.013424835352821416 1.8995446236600559e-6 48.581884731113796 0.36135939741689993 0.2096321067678444 0.00017851612807460684 15.05473 799.990000 5652.836345 0.009 0.0000095 15.05473 -5.355973  
15.05515 0.268959 3.17 0 38.953563991645694 0.17821879143561545 0.04028829996321585 0.00001875072006649909 61.38471572963355 0.7893417404691918 0.2519141937277948 0.00042126241128117507 15.05515 799.990000 5686.423304 0.007 0.0000104 15.05515 -4.627484  
15.05528 0.256974 3.16 0 26.35961625259673 0.07881422168378877 0.019367018805043858 4.797788502607785e-6 37.62850129306642 0.390517647130212 0.20059867729522637 0.00020792716731422633 15.05528 799.990000 5667.571512 0.005 0.0000061 15.05528 -4.056794  
15.05545 0.589334 7.7 0 20.85811040468093 0.0815239621716545 0.04177840695443919 0.000011983513908777038 40.04606593301395 0.39950023522643024 0.2812039345481309 0.0002895983487625523 15.05545 999.990000 5373.283826 0.010 0.0000052 15.05545 -8.013768  
15.05571 0.371378 3.72 0 73.485302398646 0.07460014927179488 0.0866652916441708 0.000012645537544120893 97.98442101220857 0.6045430477487994 0.5655108652679258 0.0005914317080377676 15.05571 999.990000 5444.397758 0.007 0.0000130 15.05571 -3.081173  
